Date,Time,Defect Name,Station,Part of the Car,Reporter Name,Part Number,Severity Rating,Car Model,Motor Type,Design Package,Production Shift,Resolution Time (in hours),Root Cause Identified,Defect Category
14.12.23,16:15:00,Loose Wiring,EV battery installation,Battery,Jane Smith,592170,8,Long,Long Range,Offroad,Afternoon,10,Yes,Cosmetic
04.09.23,13:00:00,Loose Wiring,Windshield installation,Windshield,Emily Davis,288591,3,Long,High Performance,Offroad,Morning,11,No,Functional
29.03.23,16:30:00,Cracked Windshield,Axel installation,Second Row Seats,Jane Smith,468088,3,Base,Standard,Offroad,Night,21,Yes,Cosmetic
12.12.23,17:45:00,CrACKEd WINdSHieLD,Headlight installation,Wire Harness,Michael Johnson,258761,2,Base,High Performance,Luxury,Morning,22,Yes,Functional
25.01.23,12:30:00,Cracked Windshield,Wire harness installation,Wire Harness,Jane Smith,740061,3,IX0M,High Performance,Offroad,Morning,8,No,Cosmetic
11.03.23,15:00:00,Loose Wiring,Dashboard installation,Axel,Emily Davis,318555,8,Alpina,Long Range,Eco,Morning,2,Yes,Cosmetic
11.07.23,10:45:00,Paint Srcatch,EV battery installation,First Row Seats,Chris Lee,288571,6,IX0M,Long Range,Offroad,Afternoon,1,Yes,Cosmetic
04.12.23,16:30:00,Cracked Windshield,Rea rbumper installation,Battery,Chris Lee,311878,10,Long,High Performance,Race,Afternoon,16,Yes,Cosmetic
08.01.23,08:30:00,Faulty Battery,Dashboard installation,Battery,Michael Johnson,685265,6,IX0M,Standard,Eco,Morning,17,Yes,Cosmetic
01.05.23,15:45:00,Cracked Windshield,Tire and rim installation,Wire Harness,Jane Smith,297725,7,Base,Long Range,Offroad,Night,17,Yes,Functional
04.03.23,16:15:00,Cracked Windshield,Tire and rim installation,Dashboard,Chris Lee,839142,8,IX0M,Long Range,Offroad,Afternoon,1,Yes,Functional
10.07.23,15:30:00,Loose Wiring,Wire harness insatllation,Axel,Emily Davis,930860,5,Alpina,High Performance,Luxury,Morning,2,No,Functional
22.03.23,16:15:00,Cracked Windshield,Headlight installation,Axel,Jane Smith,401904,10,Base,High Performance,Offroad,Night,5,Yes,Cosmetic
07.03.23,17:45:00,Cracked Windshield,Wire harness installation,Dashboard,John Doe,762770,9,Alpina,Long Range,Offroad,Morning,17,Yes,Cosmetic
10.11.23,17:15:00,Faulty Battery,EV battery installation,Windshield,Emily Davis,675880,1,Base,High Performance,Eco,Morning,8,No,Critical
07.11.23,14:30:00,Hydraulic Leak,EV battery installation,First Row Seats,Michael Johnson,654557,10,IX0M,Long Range,Luxury,Night,15,Yes,Cosmetic
23.10.23,09:45:00,Cracked Windshield,Headlight installation,Door Panel,Michael Johnson,442905,7,Alpina,High Performance,Offroad,Morning,15,Yes,Electrical
30.09.23,14:30:00,Cracked Windshield,EV battery installation,Battery,John Doe,176612,1,IX0M,High Performance,Offroad,Night,18,Yes,Cosmetic
28.10.23,16:30:00,Faulty Battery,EV battery installatino,First Row Seats,Chris Lee,911666,9,IX0M,Standard,Race,Night,14,Yes,Cosmetic
25.08.23,15:30:00,Cracked Windshield,Dashboard installation,Tires and Rims,Michael Johnson,855344,5,Alpina,Long Range,Race,Night,12,Yes,Cosmetic
28.12.23,11:30:00,Loose Wiring,Rear bumper installation,Wire Harness,Michael Johnson,902652,8,IX0M,Long Range,Luxury,Morning,5,Yes,Cosmetic
10.05.23,10:30:00,Loose Wiring,EV battery installation,Steering Wheel,Emily Davis,857977,9,IX0M,High Performance,Offroad,Night,2,Yes,Functional
05.07.23,08:15:00,Faulty Battery,Dashboard installation,Axel,Jane Smith,891674,9,Base,High Performance,Race,Morning,10,Yes,Functional
13.05.23,12:45:00,Loose Wiring,Headlight installation,First Row Seats,John Doe,999492,7,IX0M,High Performance,Offroad,Afternoon,11,Yes,Cosmetic
24.02.23,13:15:00,Cracked Windshield,Tire and rim installation,Tires and Rims,Michael Johnson,684918,2,Base,High Performance,Offroad,Morning,2,Yes,Cosmetic
16.09.23,15:30:00,Hydraulic Leak,Axel installation,Windshield,Emily Davis,341223,10,Long,Long Range,Offroad,Afternoon,11,Yes,Cosmetic
19.12.23,13:45:00,Faulty Battery,Wire harness installation,Axel,John Doe,164796,9,IX0M,High Performance,Luxury,Morning,23,Yes,Cosmetic
25.10.23,12:30:00,Loose Wiring,Windshield installation,Tires and Rims,Michael Johnson,371703,8,Alpina,Long Range,Race,Morning,22,No,Cosmetic
11.09.23,12:45:00,Loose Wiring,Axel installation,Axel,John Doe,583307,2,Long,Standard,Race,Morning,16,Yes,Cosmetic
12.01.23,09:30:00,Faulty Battery,Rear bumper installation,Wire Harness,Michael Johnson,415583,1,Base,Long Range,Offroad,Morning,7,Yes,Cosmetic
03.10.23,15:00:00,Loose Wiring,Axel installation,First Row Seats,Chris Lee,636414,1,IX0M,Long Range,Offroad,Afternoon,8,Yes,Cosmetic
17.10.23,08:45:00,Loose Wiring,First row seats installation,Tires and Rims,Chris Lee,896273,9,Base,Long Range,Eco,Night,12,No,Cosmetic
21.12.23,09:15:00,Cracked Windshield,Tire and rim installation,Dashboard,Emily Davis,240656,7,Base,High Performance,Race,Morning,8,Yes,Cosmetic
10.08.23,12:00:00,Faulty Battery,EV battery installation,Axel,Chris Lee,593796,6,Base,Long Range,Eco,Morning,22,Yes,Critical
30.09.23,09:15:00,Faulty Battery,Dashboard installation,Dashboard,John Doe,326665,7,IX0M,High Performance,Eco,Night,16,No,Critical
10.11.23,09:00:00,Loose Wiring,Tire and rim installation,Dashboard,Chris Lee,372436,5,Alpina,Standard,Race,Morning,14,Yes,Functional
09.05.23,15:30:00,Faulty Battery,Steering wheel installation,Windshield,Jane Smith,490439,10,Base,Long Range,Offroad,Night,3,No,Cosmetic
08.06.23,10:15:00,Cracked Windshield,Tire and rim installation,Battery,Emily Davis,115713,8,Base,High Performance,Offroad,Afternoon,9,Yes,Cosmetic
25.06.23,08:00:00,Cracked Windshield,Windshield installation,Wire Harness,Michael Johnson,683808,5,IX0M,High Performance,Offroad,Morning,1,Yes,Cosmetic
20.07.23,14:30:00,Faulty Battery,Tire and rim installation,Windshield,John Doe,363502,5,Alpina,High Performance,Offroad,Night,1,No,Cosmetic
13.03.23,16:00:00,Paint Scratch,Axel installation,Door Panel,Jane Smith,341349,1,IX0M,High Performance,Luxury,Night,6,No,Cosmetic
15.05.23,13:00:00,Faulty Battery,Wire harness installation,Axel,Michael Johnson,331649,3,Long,Long Range,Luxury,Night,6,Yes,Cosmetic
23.06.23,12:30:00,Brake Malfunction,Tire and rim installation,Axel,Michael Johnson,937089,1,Alpina,High Performance,Offroad,Morning,9,Yes,Cosmetic
07.07.23,10:15:00,CRaCkEd wIndsHIelD,Wire harness installation,Battery,Jane Smith,309674,6,Base,Long Range,Offroad,Night,6,No,Functional
16.03.23,12:45:00,Paint Scratch,EV battery installation,Door Panel,Emily Davis,277506,7,Alpina,Standard,Race,Morning,14,,Cosmetic
28.02.23,09:00:00,CRAcKED wINDshIelD,EV battery installation,Dashboard,Chris Lee,335654,8,IX0M,Long Range,Offroad,Morning,10,Yes,Cosmetic
21.09.23,17:30:00,Sensor Failure,EV battery installation,Dashboard,Michael Johnson,779135,9,Alpina,High Performance,Offroad,Morning,4,Yes,Functional
13.08.23,16:30:00,Brake Malfunction,EV battery installation,Battery,Emily Davis,661265,4,Long,High Performance,Race,Night,4,Yes,Cosmetic
19.01.23,08:00:00,Cracked Windshield,Windshield installation,Battery,Chris Lee,962477,10,Base,Long Range,Race,Morning,15,Yes,Cosmetic
14.11.23,16:00:00,Loose Wiring,Windshield installation,Door Panel,Emily Davis,770002,1,Base,Long Range,Luxury,Afternoon,15,Yes,Cosmetic
21.02.23,11:30:00,Cracked Windshield,Steering wheel installation,Wire Harness,Michael Johnson,824203,2,IX0M,Long Range,Offroad,Morning,12,Yes,Cosmetic
06.07.23,12:15:00,Cracked Windshield,Axel installation,Door Panel,Chris Lee,157408,3,Pick-Up,High Performance,Race,Morning,2,No,Cosmetic
02.02.23,16:45:00,Hydraulic Leak,EV battery installation,Door Panel,John Doe,383628,9,Alpina,High Performance,Offroad,Morning,3,Yes,Functional
01.09.23,09:15:00,Faulty Battery,EV battery installation,Dashboard,Chris Lee,820404,10,Base,Standard,Luxury,Afternoon,16,Yes,Cosmetic
30.05.23,15:00:00,Paint Scratch,Dashboard installation,Dashboard,John Doe,495424,7,Long,Long Range,Luxury,Night,1,Yes,Cosmetic
22.11.23,10:45:00,Sensor Failure,EV battery insatllation,Battery,Michael Johnson,921763,1,Alpina,Long Range,Offroad,Morning,7,Yes,Critical
05.06.23,10:00:00,Cracked Windshield,First row seats installation,Steering Wheel,Chris Lee,487903,9,Alpina,High Performance,Race,Morning,16,Yes,Cosmetic
01.12.23,13:45:00,Sensor Failure,Tire and rim installation,Windshield,Jane Smith,904203,8,Pick-Up,High Performance,Race,Afternoon,15,Yes,Cosmetic
09.10.23,08:15:00,Loose Wiring,Headlight installation,Door Panel,Emily Davis,550364,4,Base,Long Range,Race,Morning,11,Yes,Cosmetic
05.09.23,12:30:00,Paint Scratch,Tire and rim installation,Steering Wheel,Jane Smith,473635,2,IX0M,Long Range,Offroad,Afternoon,4,Yes,Cosmetic
20.12.23,12:15:00,Faulty Battery,EV battery installation,Tires and Rims,Michael Johnson,882212,8,IX0M,Standard,Offroad,Morning,11,Yes,Cosmetic
14.01.23,08:15:00,Cracked Windshield,EV battery installation,Wire Harness,Chris Lee,463397,2,Long,Standard,Race,Morning,5,Yes,Cosmetic
28.10.23,16:15:00,Cracked Windshield,Steering wheel installation,Battery,Jane Smith,971366,4,IX0M,Standard,Race,Morning,18,Yes,Critical
10.10.23,09:45:00,Paint Scratch,EV battery instlalation,Battery,Chris Lee,997549,6,Long,Long Range,Offroad,Night,17,Yes,Critical
23.02.23,11:15:00,Loose Wiring,Headlight installation,Battery,Chris Lee,530387,10,IX0M,Standard,Race,Morning,13,Yes,Cosmetic
18.12.23,17:30:00,Cracked Windshield,Steering wheel installation,Door Panel,Michael Johnson,767212,7,Base,High Performance,Offroad,Morning,11,Yes,Cosmetic
09.05.23,08:30:00,Cracked Windshield,EV battery installation,Axel,Michael Johnson,416559,5,IX0M,Long Range,Luxury,Night,21,Yes,Cosmetic
11.07.23,13:30:00,Loose Wiring,Wire harness installation,Windshield,Jane Smith,383975,2,IX0M,Long Range,Luxury,Morning,14,Yes,Cosmetic
24.06.23,13:00:00,Loose Wiring,EV battery installation,Wire Harness,Chris Lee,920499,1,IX0M,High Performance,Offroad,Afternoon,12,Yes,Cosmetic
26.03.23,08:15:00,Loose Wiring,Tire and rim installation,Dashboard,Chris Lee,135362,10,Alpina,High Performance,Offroad,Morning,10,No,Cosmetic
19.07.23,12:00:00,Paint Scratch,Wire harness installation,Axel,Emily Davis,534400,7,Long,High Performance,Luxury,Morning,17,Yes,Cosmetic
14.06.23,17:30:00,Cracked Windshield,Dashboard installation,Battery,Chris Lee,789891,9,Base,Long Range,Luxury,Morning,10,Yes,Functional
24.12.23,12:45:00,Loose Wiring,Steering wheel installation,Windshield,Chris Lee,282741,4,Base,Long Range,Offroad,Morning,23,Yes,Cosmetic
24.07.23,12:45:00,Cracked Windshield,Axel installation,Door Panel,Chris Lee,674445,8,Long,Long Range,Offroad,Night,9,Yes,Cosmetic
17.11.23,15:00:00,Loose Wiring,Axel installation,Axel,Chris Lee,653991,10,Long,Long Range,Luxury,Afternoon,10,No,Cosmetic
24.02.23,08:30:00,Paint Scratch,EV battery installation,Battery,Chris Lee,508484,3,IX0M,High Performance,Offroad,Morning,12,Yes,Cosmetic
08.03.23,15:45:00,Paint Scratch,First row seats installation,Battery,Chris Lee,119719,5,Long,High Performance,Race,Morning,5,Yes,Cosmetic
07.06.23,08:45:00,Loose Wiring,Axel installation,Dashboard,Chris Lee,900707,3,IX0M,Long Range,Luxury,Afternoon,16,Yes,Cosmetic
28.04.23,11:30:00,Loose Wiring,Tire and rim installation,Door Panel,Jane Smith,180159,2,Base,High Performance,Offroad,Afternoon,11,Yes,Functional
19.03.23,18:00:00,Faulty Battery,Wire harness installation,Door Panel,Michael Johnson,453216,4,Long,Long Range,Race,Afternoon,3,Yes,Cosmetic
29.10.23,15:15:00,Paint Scratch,EV battery installation,Axel,John Doe,503303,10,Base,High Performance,Luxury,Afternoon,13,Yes,Cosmetic
22.02.23,11:00:00,Cracked Windshield,Headlight installation,Battery,Emily Davis,895443,5,Long,High Performance,Offroad,Morning,21,Yes,Cosmetic
06.11.23,09:45:00,Loose Wiring,Windshield installation,Tires and Rims,Chris Lee,391765,1,Long,Long Range,Race,Morning,21,Yes,Cosmetic
15.10.23,17:00:00,Loose Wiring,Tire and rim installation,Door Panel,Chris Lee,768371,6,Long,High Performance,Race,Morning,20,No,Cosmetic
06.05.23,16:15:00,Cracked Windshield,Rear bumper installation,Dashboard,John Doe,362050,3,Long,Long Range,Luxury,Morning,14,Yes,Cosmetic
16.03.23,15:00:00,Loose Wiring,Steering wheel installation,Wire Harness,Chris Lee,350526,7,IX0M,Long Range,Race,Afternoon,17,Yes,Cosmetic
04.01.23,09:15:00,Loose Wiring,EV battery installation,Battery,John Doe,455754,9,IX0M,High Performance,Luxury,Morning,14,Yes,Functional
16.11.23,12:45:00,Paint Scratch,EV battery installation,Battery,Michael Johnson,808919,6,Pick-Up,Standard,Race,Afternoon,2,Yes,Cosmetic
21.12.23,10:00:00,Cracked Windshield,First row seats installation,Windshield,Chris Lee,926407,7,Base,High Performance,Eco,Morning,21,Yes,Cosmetic
04.01.23,15:30:00,Loose Wiring,Wire harness installation,Dashboard,Chris Lee,479393,8,Long,Long Range,Luxury,Afternoon,18,Yes,Cosmetic
01.07.23,10:15:00,Paint Scratch,Wire harness installation,Axel,John Doe,661455,2,Base,Long Range,Luxury,Morning,5,No,Cosmetic
17.11.23,11:15:00,Loose Wiring,EV battery installation,Door Panel,Michael Johnson,743216,10,Long,Long Range,Race,Morning,16,Yes,Cosmetic
10.12.23,12:00:00,Cracked Windshield,Axel installation,Battery,Chris Lee,614024,7,IX0M,High Performance,Offroad,Morning,8,Yes,Cosmetic
23.12.23,09:15:00,Loose Wirign,EV battery installation,Steering Wheel,John Doe,718213,6,Alpina,Long Range,Race,Morning,9,Yes,Cosmetic
01.06.23,12:30:00,Faulty Battery,Axel installation,Axel,Emily Davis,962827,4,Base,Long Range,Luxury,Afternoon,23,Yes,Functional
09.01.23,13:00:00,Faulty Battery,Dashboard installation,Wire Harness,Chris Lee,897681,8,IX0M,Long Range,Offroad,Afternoon,10,No,Cosmetic
19.01.23,11:45:00,Loose Wiring,Tire and rim installation,Battery,Michael Johnson,740855,7,Long,Standard,Luxury,Night,18,Yes,Functional
11.01.23,09:15:00,Loose Wiring,Headlgiht installation,First Row Seats,Emily Davis,997259,10,Base,High Performance,Race,Night,1,Yes,Cosmetic
17.09.23,09:15:00,Loose Wiring,Dashboard installation,Axel,John Doe,213423,6,Base,Long Range,Eco,Night,5,Yes,Cosmetic
04.02.23,14:45:00,Faulty Battery,Wire harness installation,Battery,John Doe,885290,8,Base,Long Range,Luxury,Morning,5,No,Cosmetic
04.11.23,08:15:00,Faulty Battery,Wire harness installation,Steering Wheel,Jane Smith,509287,9,Base,Long Range,Race,Morning,6,Yes,Cosmetic
10.06.23,08:45:00,Loose Wiring,Tire and rim installation,First Row Seats,Chris Lee,943565,2,Long,Long Range,Offroad,Night,16,Yes,Cosmetic
22.08.23,13:30:00,Faulty Battery,Windshield installation,Dashboard,Michael Johnson,941757,10,Long,Long Range,Race,Morning,22,Yes,Cosmetic
21.02.23,08:30:00,Cracked Windshield,Steering wheel installation,Axel,Chris Lee,892511,2,IX0M,Long Range,Offroad,Night,7,No,Cosmetic
16.11.23,12:00:00,Loose Wiring,Wire harness installation,Dashboard,Michael Johnson,113054,9,Long,Long Range,Offroad,Afternoon,5,No,Cosmetic
26.03.23,15:45:00,Faulty Battery,Tire and rim installation,Battery,John Doe,248463,4,IX0M,Long Range,Offroad,Night,1,Yes,Cosmetic
16.01.23,12:00:00,Hydraulic Leak,EV battery installation,Wire Harness,Michael Johnson,156342,3,IX0M,High Performance,Offroad,Afternoon,10,Yes,Cosmetic
27.10.23,11:45:00,Loose Wiring,Headlight installation,Door Panel,John Doe,622148,2,IX0M,Long Range,Offroad,Morning,8,Yes,Critical
11.05.23,13:45:00,Cracked Windshield,Windshield installation,First Row Seats,Emily Davis,441944,10,Alpina,Standard,Offroad,Morning,5,Yes,Cosmetic
02.11.23,13:00:00,Sensor Failure,EV battery installation,Door Panel,Chris Lee,873883,9,IX0M,High Performance,Offroad,Night,17,Yes,Cosmetic
09.01.23,16:45:00,Faulty Battery,EV battery installation,Windshield,Michael Johnson,729157,1,IX0M,Long Range,Luxury,Night,1,Yes,Cosmetic
02.10.23,12:30:00,Faulty Battery,Wire harness installation,Battery,John Doe,332790,10,Alpina,High Performance,Race,Afternoon,20,No,Cosmetic
10.07.23,08:45:00,Loose Wiring,Wire harness installation,Battery,Emily Davis,811753,2,Long,Standard,Offroad,Morning,9,No,Cosmetic
04.12.23,10:00:00,Cracked Windshield,Tire and rim installation,Second Row Seats,Emily Davis,374014,7,Long,High Performance,Offroad,Morning,16,Yes,Cosmetic
25.09.23,11:15:00,Faulty Battery,Dashboard installation,Battery,John Doe,483874,6,Pick-Up,Long Range,Offroad,Morning,13,Yes,Electrical
10.08.23,15:15:00,Loose Wiring,Second row seats installation,Battery,Chris Lee,794078,9,Long,Long Range,Luxury,Morning,15,Yes,Cosmetic
24.07.23,17:30:00,Faulty Battery,EV battery installation,Wire Harness,Emily Davis,377277,2,IX0M,Long Range,Luxury,Night,3,No,Cosmetic
03.08.23,08:00:00,Paint Scratch,Steering wheel installation,Door Panel,Emily Davis,660805,8,Long,High Performance,Offroad,Afternoon,20,Yes,Cosmetic
24.03.23,11:45:00,Loose Wiring,Dashboard installation,Wire Harness,Emily Davis,247836,1,Base,Long Range,Race,Morning,22,Yes,Cosmetic
12.11.23,14:45:00,Paint Scratch,Steering wheel installation,Axel,Chris Lee,432467,5,Base,Standard,Race,Afternoon,3,Yes,Structural
10.09.23,08:45:00,Loose Wiring,EV battery installation,First Row Seats,Emily Davis,270679,3,Long,Standard,Race,Night,8,Yes,Cosmetic
19.09.23,08:00:00,Cracked Windshield,Axel installation,Steering Wheel,Michael Johnson,136232,4,IX0M,Standard,Eco,Morning,7,Yes,Cosmetic
17.11.23,13:15:00,Loose Wiring,Axel installatoin,Axel,Chris Lee,947145,6,IX0M,High Performance,Luxury,Morning,4,Yes,Cosmetic
13.05.23,08:00:00,Loose Wiring,Axel installation,Windshield,Emily Davis,429867,9,Base,High Performance,Offroad,Afternoon,19,No,Cosmetic
25.03.23,13:30:00,Cracked Windshield,Wire harness installation,Dashboard,Emily Davis,888151,4,Alpina,Long Range,Offroad,Morning,14,,Cosmetic
18.02.23,15:00:00,Cracked Windshield,Wire harness installation,Door Panel,Chris Lee,357882,7,Long,High Performance,Eco,Morning,18,Yes,Cosmetic
03.04.23,14:30:00,Loose Wiring,Dashboard installation,Battery,Jane Smith,222502,1,Long,Long Range,Race,Morning,5,Yes,Cosmetic
26.12.23,11:15:00,Hydraulic Leak,Headlight installation,Battery,Chris Lee,466966,3,Alpina,High Performance,Offroad,Afternoon,11,Yes,Cosmetic
19.12.23,09:15:00,Cracked Windshield,Rear bumper installation,Wire Harness,Jane Smith,873505,4,Long,Long Range,Luxury,Night,1,Yes,Cosmetic
12.07.23,13:15:00,Cracked Windshield,Dashboard installation,Windshield,Emily Davis,344451,10,IX0M,Long Range,Luxury,Morning,10,Yes,Cosmetic
12.11.23,14:30:00,Loose Wiring,EV battery installation,First Row Seats,John Doe,991738,1,Long,Long Range,Luxury,Morning,11,No,Cosmetic
25.07.23,09:30:00,Loose Wiring,Steering wheel installation,Wire Harness,Chris Lee,786443,2,IX0M,Long Range,Eco,Afternoon,7,Yes,Cosmetic
04.09.23,10:15:00,Loose Wiring,Axel installation,Door Panel,Jane Smith,608484,5,IX0M,Long Range,Luxury,Morning,20,No,Cosmetic
04.08.23,12:00:00,Hydraulic Leak,Steering wheel installation,Axel,John Doe,500302,1,Base,High Performance,Luxury,Morning,13,Yes,Cosmetic
03.12.23,13:00:00,Cracked Windshield,Wire harness installation,Battery,Chris Lee,757491,6,IX0M,Standard,Race,Night,7,No,Cosmetic
22.07.23,08:00:00,Loose Wiring,Steering wheel installation,Dashboard,John Doe,678702,2,Base,Long Range,Luxury,Morning,3,Yes,Electrical
04.02.23,09:15:00,Cracked Windshield,Dashboard installation,Door Panel,John Doe,509418,4,Long,Long Range,Race,Morning,3,Yes,Cosmetic
08.07.23,13:45:00,Faulty Battery,Headlight installation,Axel,Emily Davis,586770,10,IX0M,Long Range,Luxury,Afternoon,13,No,Cosmetic
06.10.23,13:00:00,Cracked Windshield,Rear bumper installation,Axel,Emily Davis,464933,4,Alpina,High Performance,Offroad,Morning,16,No,Functional
31.03.23,17:15:00,Hydraulic Leak,Steering wheel installation,Windshield,Michael Johnson,590425,7,Long,Long Range,Race,Night,2,No,Cosmetic
12.11.23,14:15:00,Losoe Wiring,Windshield installation,Battery,Michael Johnson,739610,9,IX0M,Long Range,Offroad,Morning,10,Yes,Cosmetic
05.03.23,11:00:00,Loose Wiring,Tire and rim installation,Second Row Seats,Emily Davis,332051,9,IX0M,High Performance,Luxury,Afternoon,12,Yes,Cosmetic
16.10.23,12:30:00,Loose Wiring,First row seats installation,Door Panel,Jane Smith,642994,7,IX0M,Long Range,Luxury,Night,3,Yes,Electrical
27.01.23,17:00:00,Cracked Windshield,EV battery installation,Windshield,John Doe,642823,6,Base,High Performance,Race,Afternoon,13,Yes,Functional
14.06.23,14:00:00,Loose Wiring,Dashboard installation,Battery,Chris Lee,341331,9,Alpina,Long Range,Offroad,Afternoon,18,Yes,Cosmetic
13.09.23,08:45:00,Loose Wiring,EV battery installation,Battery,Chris Lee,903410,7,Base,Standard,Race,Morning,14,Yes,Cosmetic
08.09.23,09:45:00,Loose Wiring,First row seats installation,Battery,Chris Lee,747736,3,IX0M,Long Range,Race,Afternoon,2,No,Cosmetic
23.05.23,11:00:00,Sensor Failure,Steering wheel installation,Dashboard,Jane Smith,146780,7,Alpina,Long Range,Luxury,Afternoon,15,Yes,Critical
07.11.23,13:15:00,Faulty Battery,Dashboard installation,Wire Harness,Chris Lee,443355,9,Alpina,Long Range,Eco,Afternoon,17,Yes,Functional
01.02.23,16:45:00,Cracked Windshield,Second row seats installation,Axel,John Doe,188666,6,Long,High Performance,Luxury,Morning,21,Yes,Cosmetic
27.10.23,17:00:00,Loose Wiring,Windshield installation,Windshield,John Doe,468935,6,IX0M,High Performance,Race,Afternoon,14,Yes,Functional
27.05.23,15:00:00,pAINt SCRATCH,Tire and rim installation,Windshield,Chris Lee,621308,6,IX0M,Long Range,Luxury,Night,16,Yes,Cosmetic
02.10.23,09:45:00,Loose Wiring,Windshield installation,Battery,John Doe,727243,7,IX0M,Long Range,Race,Night,6,Yes,Cosmetic
07.03.23,12:30:00,Hydraulic Leak,Rear bumper installation,Windshield,Emily Davis,512261,7,Alpina,Long Range,Offroad,Morning,3,Yes,Cosmetic
10.06.23,14:15:00,Cracked Windshield,EV battery installation,Door Panel,John Doe,452913,5,IX0M,Long Range,Race,Morning,1,Yes,Electrical
18.01.23,16:00:00,Loose WIriNg,Steering wheel installation,Dashboard,Chris Lee,890689,3,Base,Long Range,Offroad,Morning,14,Yes,Cosmetic
13.02.23,11:00:00,Cracked Windshield,Axel installation,Dashboard,Chris Lee,622129,2,Base,Standard,Race,Night,5,No,Critical
21.04.23,08:45:00,Loose Wiring,Second row seats installation,Axel,John Doe,950757,9,IX0M,High Performance,Race,Night,4,Yes,Cosmetic
27.03.23,17:15:00,Loose Wiring,First row seats installation,Steering Wheel,Chris Lee,899049,5,Base,High Performance,Eco,Night,5,Yes,Cosmetic
01.01.23,17:30:00,Cracked Windshield,First row seats installation,Battery,Michael Johnson,909296,5,Long,Standard,Offroad,Morning,21,,Cosmetic
30.12.23,12:00:00,Faulty Battery,Wire harness installaiton,First Row Seats,Michael Johnson,324976,9,IX0M,High Performance,Luxury,Morning,11,Yes,Cosmetic
30.10.23,09:45:00,Loose Wiring,Tire and rim installation,Dashboard,Chris Lee,995572,6,Long,High Performance,Eco,Morning,7,Yes,Cosmetic
18.01.23,12:45:00,Loose Wiring,Axel installation,Dashboard,Chris Lee,701006,5,IX0M,High Performance,Offroad,Morning,17,Yes,Cosmetic
28.02.23,17:15:00,Faulty Battery,Windshield installation,Battery,Michael Johnson,178269,10,Base,High Performance,Race,Morning,12,Yes,Cosmetic
14.01.23,11:00:00,Loose Wiring,First row seats installation,Battery,Chris Lee,924668,9,Base,High Performance,Luxury,Morning,1,Yes,Cosmetic
25.06.23,15:45:00,Loose Wiring,Dashboard installation,Axel,Michael Johnson,585478,1,Base,High Performance,Eco,Morning,15,Yes,Functional
14.06.23,13:15:00,Cracked Windshield,Axel installation,First Row Seats,Chris Lee,969054,5,Base,Standard,Race,Night,2,Yes,Cosmetic
19.11.23,11:45:00,Cracked Windshield,Dashboard installation,Door Panel,John Doe,486517,3,IX0M,High Performance,Race,Morning,22,Yes,Cosmetic
22.10.23,11:30:00,Paint Scratch,Headlight installation,Windshield,John Doe,824109,2,Long,Long Range,Offroad,Morning,23,Yes,Cosmetic
26.02.23,11:00:00,Cracked Windshield,Axel installation,Battery,Michael Johnson,583912,1,Long,Long Range,Race,Afternoon,13,Yes,Functional
15.07.23,11:45:00,Loose Wiring,Windshield installation,Battery,Michael Johnson,168786,3,Base,Long Range,Race,Morning,5,Yes,Cosmetic
26.09.23,11:15:00,Hydraulic Leak,Windshield installation,First Row Seats,Chris Lee,729476,9,Base,High Performance,Luxury,Morning,22,Yes,Cosmetic
18.10.23,15:30:00,Loose Wiring,Axel installation,Door Panel,Chris Lee,195340,2,Long,High Performance,Luxury,Morning,21,Yes,Critical
19.09.23,17:45:00,Faulty Battery,Tire and rim installation,Wire Harness,Chris Lee,191466,2,IX0M,Long Range,Race,Morning,15,Yes,Critical
08.02.23,12:45:00,Cracked Windshield,Dashboard installation,Axel,Jane Smith,123212,4,Long,Standard,Race,Morning,23,Yes,Cosmetic
26.04.23,11:45:00,Faulty Battery,Steering wheel installation,Windshield,Michael Johnson,632933,2,Alpina,High Performance,Offroad,Morning,6,Yes,Cosmetic
08.02.23,08:30:00,Faulty Battery,Rear bumper installation,Windshield,Chris Lee,829653,8,IX0M,Standard,Luxury,Morning,10,Yes,Critical
30.08.23,12:00:00,Cracked Windshield,Axel installation,Steering Wheel,John Doe,308447,7,Long,Long Range,Offroad,Morning,12,No,Cosmetic
12.09.23,10:30:00,Cracked Windshield,First row seats installation,Windshield,Jane Smith,399360,2,Alpina,High Performance,Luxury,Afternoon,7,Yes,Cosmetic
26.11.23,16:00:00,Paint Scratch,Second row seats installation,Wire Harness,Jane Smith,710545,4,Base,High Performance,Offroad,Morning,11,Yes,Cosmetic
07.01.23,08:00:00,lOOSe WIring,Windshield installation,Wire Harness,Emily Davis,687250,10,IX0M,High Performance,Offroad,Afternoon,1,Yes,Electrical
11.07.23,16:30:00,Cracked Windshield,Wire harness installation,Door Panel,Michael Johnson,746285,7,IX0M,Long Range,Race,Afternoon,10,Yes,Cosmetic
27.08.23,08:15:00,Brake Malfunction,Second row seats installation,First Row Seats,Michael Johnson,222781,3,Base,Long Range,Eco,Night,8,Yes,Critical
10.05.23,08:45:00,Loose Wiring,Steering wheel installation,Wire Harness,John Doe,913060,7,IX0M,Long Range,Offroad,Afternoon,2,Yes,Cosmetic
10.03.23,12:30:00,Faulty Battery,Rear bumper installaiton,Steering Wheel,Jane Smith,866405,10,Base,Standard,Race,Afternoon,8,Yes,Cosmetic
